lista,proveedor,codigo,codigo_padded,producto,tipo,familia_codigo,familia,subfamilia_codigo,barras,uc,uv
QRO,0000000696 - POS QRO,9520,0000009520,TEQ LOCO BLANCO PURO CORAZON,KIT,0062,TEQUILAS Y MEZCALES,,9900952000008,PZ,PZ
QRO,0000000696 - POS QRO,9521,0000009521,TEQ LOCO BLANCO PURO CORAZON COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900952100005,PZ,PZ
QRO,0000000696 - POS QRO,4550,0000004550,TEQ MAESTRO DOBEL 50 EXTRA AÑEJO 1968,KIT,0062,TEQUILAS Y MEZCALES,,9900455000000,PZ,PZ
QRO,0000000696 - POS QRO,4551,0000004551,TEQ MAESTRO DOBEL 50 EXTRA AÑEJO 1968 COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900455100007,PZ,PZ
QRO,0000000696 - POS QRO,9629,0000009629,TEQ MAESTRO DOBEL HUMITO,KIT,0062,TEQUILAS Y MEZCALES,,9900962900008,PZ,PZ
QRO,0000000696 - POS QRO,9630,0000009630,TEQ MAESTRO DOBEL HUMITO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900963000004,PZ,PZ
QRO,0000000696 - POS QRO,10001,0000010001,TEQ MAESTRO DOBEL TAHOMA,KIT,0062,TEQUILAS Y MEZCALES,,9901000100008,PZ,PZ
QRO,0000000696 - POS QRO,10002,0000010002,TEQ MAESTRO DOBEL TAHOMA COPA,KIT,0062,TEQUILAS Y MEZCALES,,9901000200005,PZ,PZ
QRO,0000000696 - POS QRO,9635,0000009635,TEQ MESTRO DOBEL ATELIER ANIMALES ENDEMICOS,KIT,0062,TEQUILAS Y MEZCALES,,9900963500009,PZ,PZ
QRO,0000000696 - POS QRO,9636,0000009636,TEQ MESTRO DOBEL ATELIER ANIMALES ENDEMICOS COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900963600006,PZ,PZ
QRO,0000000696 - POS QRO,9632,0000009632,TEQ MESTRO DOBEL ATELIER TRAJINERAS,KIT,0062,TEQUILAS Y MEZCALES,,9900963200008,PZ,PZ
QRO,0000000696 - POS QRO,9633,0000009633,TEQ MESTRO DOBEL ATELIER TRAJINERAS COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900963300005,PZ,PZ
QRO,0000000696 - POS QRO,4558,0000004558,TEQ SAUZA HORNITOS REPOSADO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900455800006,PZ,PZ
QRO,0000000696 - POS QRO,4451,0000004451,COC FUEGO SAGRADO,KIT,0063,VODKAS Y GINEBRAS,,9900445100000,PZ,PZ
QRO,0000000696 - POS QRO,3946,0000003946,GIN BOODLES MULBERRY,KIT,0063,VODKAS Y GINEBRAS,,9900394600002,PZ,PZ
QRO,0000000696 - POS QRO,3953,0000003953,GIN BOODLES MULBERRY COPA,KIT,0063,VODKAS Y GINEBRAS,,9900395300000,PZ,PZ
QRO,0000000696 - POS QRO,3956,0000003956,GIN BOODLES ROSE,KIT,0063,VODKAS Y GINEBRAS,,9900395600001,PZ,PZ
QRO,0000000696 - POS QRO,4452,0000004452,GIN BOODLES ROSE COPA,KIT,0063,VODKAS Y GINEBRAS,,9900445200007,PZ,PZ
QRO,0000000696 - POS QRO,9842,0000009842,GIN CONDESA SAHUMERIO,KIT,0063,VODKAS Y GINEBRAS,,9900984200001,PZ,PZ
QRO,0000000696 - POS QRO,9843,0000009843,GIN CONDESA SAHUMERIO COPA,KIT,0063,VODKAS Y GINEBRAS,,9900984300008,PZ,PZ
QRO,0000000696 - POS QRO,4354,0000004354,GIN TANQUERAY TEN,KIT,0063,VODKAS Y GINEBRAS,,9900435400004,PZ,PZ
QRO,0000000696 - POS QRO,4561,0000004561,GIN TANQUERAY TEN COPA,KIT,0063,VODKAS Y GINEBRAS,,9900456100006,PZ,PZ
QRO,0000000696 - POS QRO,3841,0000003841,VOD BELUGA,KIT,0063,VODKAS Y GINEBRAS,,9900384100000,PZ,PZ
QRO,0000000696 - POS QRO,3842,0000003842,VOD BELUGA COPA,KIT,0063,VODKAS Y GINEBRAS,,9900384200007,PZ,PZ
QRO,0000000696 - POS QRO,3845,0000003845,VOD CRISTAL HEAD,KIT,0063,VODKAS Y GINEBRAS,,9900384500008,PZ,PZ
QRO,0000000696 - POS QRO,4809,0000004809,VOD CRISTAL HEAD COPA,KIT,0063,VODKAS Y GINEBRAS,,9900480900009,PZ,PZ
QRO,0000000696 - POS QRO,3853,0000003853,VOD STOLICHNAYA ELITE COPA,KIT,0063,VODKAS Y GINEBRAS,,9900385300003,PZ,PZ
QRO,0000000696 - POS QRO,6886,0000006886,PRIME RIB ROAST PZ,KIT,0064,PIEZAS,,9900688600008,PZ,PZ
QRO,0000000696 - POS QRO,9582,0000009582,RACK DE CORDERO PZ,KIT,0064,PIEZAS,,9900958200006,PZ,PZ
QRO,0000000696 - POS QRO,8189,0000008189,TOPPING DE LANGOSTA PZ,KIT,0064,PIEZAS,,9900818900008,PZ,PZ
QRO,0000000696 - POS QRO,9361,0000009361,CAVA AJUSTE SUSCRIPCION ANUAL,SERVICIO,0066,CAVAS,,9900936100007,PZ,PZ
QRO,0000000696 - POS QRO,7507,0000007507,CUCHILLO 130,KIT,0066,CAVAS,,9900750700001,PZ,PZ
QRO,0000000696 - POS QRO,8121,0000008121,ARMA TU POSTRE,KIT,0067,AMENIDADES,,9900812100008,PZ,PZ
QRO,0000000696 - POS QRO,8934,0000008934,PURO BLACK ROBUSTO,KIT,0077,PUROS Y CIGARROS,,9900893400004,PZ,PZ
QRO,0000000696 - POS QRO,8962,0000008962,PURO BLACK SHORT,KIT,0077,PUROS Y CIGARROS,,9900896200007,PZ,PZ
QRO,0000000696 - POS QRO,8965,0000008965,PURO BLACK TORPEDO,KIT,0077,PUROS Y CIGARROS,,9900896500008,PZ,PZ
QRO,0000000696 - POS QRO,9835,0000009835,PURO COHIBA SIGLO I PETIT CORONA,KIT,0077,PUROS Y CIGARROS,,9900983500003,PZ,PZ
QRO,0000000696 - POS QRO,9591,0000009591,PURO DAVIDOFF ROBUSTO,KIT,0077,PUROS Y CIGARROS,,9900959100008,PZ,PZ
QRO,0000000696 - POS QRO,9593,0000009593,PURO DAVIDOFF TORPEDO,KIT,0077,PUROS Y CIGARROS,,9900959300002,PZ,PZ
QRO,0000000696 - POS QRO,9592,0000009592,PURO DAVIDOFF TORPEDO MILENIUM,KIT,0077,PUROS Y CIGARROS,,9900959200005,PZ,PZ
QRO,0000000696 - POS QRO,8964,0000008964,PURO HABANA ROBUSTO,KIT,0077,PUROS Y CIGARROS,,9900896400001,PZ,PZ
QRO,0000000696 - POS QRO,8963,0000008963,PURO HABANA SHORT,KIT,0077,PUROS Y CIGARROS,,9900896300004,PZ,PZ
QRO,0000000696 - POS QRO,8966,0000008966,PURO HABANA TORPEDO,KIT,0077,PUROS Y CIGARROS,,9900896600005,PZ,PZ
QRO,0000000696 - POS QRO,9836,0000009836,PURO JAUJA NICARAGUA ROBUSTO,KIT,0077,PUROS Y CIGARROS,,9900983600000,PZ,PZ
QRO,0000000696 - POS QRO,9837,0000009837,PURO JAURA TOSCANO,KIT,0077,PUROS Y CIGARROS,,9900983700007,PZ,PZ
QRO,0000000696 - POS QRO,9834,0000009834,PURO MONTECRISTO #4 MAREVA,KIT,0077,PUROS Y CIGARROS,,9900983400006,PZ,PZ
QRO,0000000696 - POS QRO,9832,0000009832,PURO PARTAGAS SERIE D SHORT CHURCHIL,KIT,0077,PUROS Y CIGARROS,,9900983200002,PZ,PZ
QRO,0000000696 - POS QRO,9833,0000009833,PURO ROMEO Y JULIETA SHORT CHURCHILL,KIT,0077,PUROS Y CIGARROS,,9900983300009,PZ,PZ
TODOS,0000000488 - POS TODOS,7773,0000007773,ANTICIPO CONSUMO DE ALIMENTOS Y BEBIDAS,SERVICIO,0000,SIN FAMILIA,,9900777300000,SR,SR
TODOS,0000000488 - POS TODOS,VENGL,VENGL,VENTA GLOBAL,NORMAL,0000,SIN FAMILIA,,9900082300009,ACT,ACT
TODOS,0000000488 - POS TODOS,4083,0000004083,EXTRA DE AGUACATE,KIT,0002,EXTRAS Y TOOPPING,,9900408300003,PZ,PZ
TODOS,0000000488 - POS TODOS,1666,0000001666,TORTILLA KETO (4),KIT,0002,EXTRAS Y TOOPPING,,9900166800005,PZ,PZ
TODOS,0000000488 - POS TODOS,1668,0000001668,TOTOPOS KETO (200 GR),KIT,0002,EXTRAS Y TOOPPING,,9900167000008,PZ,PZ
TODOS,0000000488 - POS TODOS,503,0000000503,CAFE AMERICANO,KIT,0003,CAFES Y TES,,9900050300000,PZ,PZ
TODOS,0000000488 - POS TODOS,506,0000000506,CAFE CAPUCHINO,KIT,0003,CAFES Y TES,,9900050600001,PZ,PZ
TODOS,0000000488 - POS TODOS,502,0000000502,CAFE ESPRESSO,KIT,0003,CAFES Y TES,,9900050200003,PZ,PZ
TODOS,0000000488 - POS TODOS,8089,0000008089,SELECCION DE TES,SERVICIO,0003,CAFES Y TES,,9900808900001,PZ,PZ
TODOS,0000000488 - POS TODOS,4445,0000004445,CERVEZA 130,KIT,0004,CERVEZAS,,9900444500009,PZ,PZ
TODOS,0000000488 - POS TODOS,4102,0000004102,CERVEZA AMSTEL ULTRA,KIT,0004,CERVEZAS,,9900410200001,PZ,PZ
TODOS,0000000488 - POS TODOS,4089,0000004089,CERVEZA BOHEMIA CLARA,KIT,0004,CERVEZAS,,9900408900005,PZ,PZ
TODOS,0000000488 - POS TODOS,4116,0000004116,CERVEZA BOHEMIA OSCURA,KIT,0004,CERVEZAS,,9900411600008,PZ,PZ
TODOS,0000000488 - POS TODOS,1410,0000001410,CERVEZA CIENFUEGOS CALAVERA,KIT,0004,CERVEZAS,,9900141200004,PZ,PZ
TODOS,0000000488 - POS TODOS,4590,0000004590,CERVEZA HEINEKEN,KIT,0004,CERVEZAS,,9900459000006,PZ,PZ
TODOS,0000000488 - POS TODOS,446,0000000446,CERVEZA HEINEKEN CERO,KIT,0004,CERVEZAS,,9900044600000,PZ,PZ
TODOS,0000000488 - POS TODOS,7753,0000007753,CERVEZA HEINEKEN SILVER,KIT,0004,CERVEZAS,,9900775300002,PZ,PZ
TODOS,0000000488 - POS TODOS,4096,0000004096,CERVEZA INDIO,KIT,0004,CERVEZAS,,9900409600003,PZ,PZ
TODOS,0000000488 - POS TODOS,4317,0000004317,CERVEZA ORIGEN,KIT,0004,CERVEZAS,,9900431700009,PZ,PZ
TODOS,0000000488 - POS TODOS,4101,0000004101,CERVEZA TECATE LIGHT,KIT,0004,CERVEZAS,,9900410100004,PZ,PZ
TODOS,0000000488 - POS TODOS,4106,0000004106,CERVEZA XX AMBAR,KIT,0004,CERVEZAS,,9900410600009,PZ,PZ
TODOS,0000000488 - POS TODOS,4107,0000004107,CERVEZA XX LAGER,KIT,0004,CERVEZAS,,9900410700006,PZ,PZ
TODOS,0000000488 - POS TODOS,904,0000000904,CHELADA,KIT,0004,CERVEZAS,,9900090600009,PZ,PZ
TODOS,0000000488 - POS TODOS,4035,0000004035,CLAMATO PREPARADO,KIT,0004,CERVEZAS,,9900403500002,PZ,PZ
TODOS,0000000488 - POS TODOS,905,0000000905,MICHELADA,KIT,0004,CERVEZAS,,9900090700006,PZ,PZ
TODOS,0000000488 - POS TODOS,906,0000000906,OJOS ROJOS,KIT,0004,CERVEZAS,,9900090800003,PZ,PZ
TODOS,0000000488 - POS TODOS,1217,0000001217,CHICHARRON DE RIB EYE,KIT,0006,ENTRADAS Y COMPLEMENTOS,,9900121900009,PZ,PZ
TODOS,0000000488 - POS TODOS,8084,0000008084,GUACAMOLE,SERVICIO,0006,ENTRADAS Y COMPLEMENTOS,,9900808400006,PZ,PZ
TODOS,0000000488 - POS TODOS,4685,0000004685,INFARTITOS 130,KIT,0006,ENTRADAS Y COMPLEMENTOS,,9900468500009,PZ,PZ
TODOS,0000000488 - POS TODOS,8091,0000008091,PLATON DE TUETANOS,SERVICIO,0006,ENTRADAS Y COMPLEMENTOS,,9900809100004,PZ,PZ
TODOS,0000000488 - POS TODOS,4717,0000004717,PURE DE PAPA 130,KIT,0006,ENTRADAS Y COMPLEMENTOS,,9900471700007,PZ,PZ
TODOS,0000000488 - POS TODOS,8086,0000008086,QUESO FUNDIDO,SERVICIO,0006,ENTRADAS Y COMPLEMENTOS,,9900808600000,PZ,PZ
TODOS,0000000488 - POS TODOS,3649,0000003649,LI AMARETTO DI SARONNO,KIT,0008,LICORES Y DIGESTIVOS,,9900364900002,PZ,PZ
TODOS,0000000488 - POS TODOS,3650,0000003650,LI AMARETTO DI SARONNO COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900365000008,PZ,PZ
TODOS,0000000488 - POS TODOS,4592,0000004592,LI APEROL,KIT,0008,LICORES Y DIGESTIVOS,,9900459200000,PZ,PZ
TODOS,0000000488 - POS TODOS,4594,0000004594,LI BITTER CAMPARI,KIT,0008,LICORES Y DIGESTIVOS,,9900459400004,PZ,PZ
TODOS,0000000488 - POS TODOS,3627,0000003627,LI BITTER CAMPARI COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900362700000,PZ,PZ
TODOS,0000000488 - POS TODOS,3657,0000003657,LI CHARTREUSE VERDE,KIT,0008,LICORES Y DIGESTIVOS,,9900365700007,PZ,PZ
TODOS,0000000488 - POS TODOS,3658,0000003658,LI CHARTREUSE VERDE COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900365800004,PZ,PZ
TODOS,0000000488 - POS TODOS,4109,0000004109,LI CHARTRUSE AMARILLO COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900410900000,PZ,PZ
TODOS,0000000488 - POS TODOS,1629,0000001629,LI CHINCHON CAMPECHANO,KIT,0008,LICORES Y DIGESTIVOS,,9900163100009,PZ,PZ
TODOS,0000000488 - POS TODOS,4596,0000004596,LI CHINCHON CAMPECHANO COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900459600008,PZ,PZ
TODOS,0000000488 - POS TODOS,3651,0000003651,LI CHINCHON DULCE,KIT,0008,LICORES Y DIGESTIVOS,,9900365100005,PZ,PZ
TODOS,0000000488 - POS TODOS,4457,0000004457,LI CHINCHON DULCE COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900445700002,PZ,PZ
TODOS,0000000488 - POS TODOS,3659,0000003659,LI CREMA BAILEYS,KIT,0008,LICORES Y DIGESTIVOS,,9900365900001,PZ,PZ
TODOS,0000000488 - POS TODOS,4464,0000004464,LI CREMA BAILEYS COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900446400000,PZ,PZ
TODOS,0000000488 - POS TODOS,3633,0000003633,LI FRANGELICO,KIT,0008,LICORES Y DIGESTIVOS,,9900363300001,PZ,PZ
TODOS,0000000488 - POS TODOS,3634,0000003634,LI FRANGELICO COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900363400008,PZ,PZ
TODOS,0000000488 - POS TODOS,3660,0000003660,LI GALLIANO,KIT,0008,LICORES Y DIGESTIVOS,,9900366000007,PZ,PZ
TODOS,0000000488 - POS TODOS,3661,0000003661,LI GALLIANO COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900366100004,PZ,PZ
TODOS,0000000488 - POS TODOS,3662,0000003662,LI GRAND MARNIER,KIT,0008,LICORES Y DIGESTIVOS,,9900366200001,PZ,PZ
TODOS,0000000488 - POS TODOS,3663,0000003663,LI GRAND MARNIER COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900366300008,PZ,PZ
TODOS,0000000488 - POS TODOS,3636,0000003636,LI JAGERMEISTER COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900363600002,PZ,PZ
TODOS,0000000488 - POS TODOS,4486,0000004486,LI KAHLUA COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900448600002,PZ,PZ
TODOS,0000000488 - POS TODOS,3667,0000003667,LI LICOR DEL 43,KIT,0008,LICORES Y DIGESTIVOS,,9900366700006,PZ,PZ
TODOS,0000000488 - POS TODOS,478,0000000478,LI LICOR DEL 43 COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900047800001,PZ,PZ
TODOS,0000000488 - POS TODOS,3642,0000003642,LI MARTINI ROSSI EXTRA SECO COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900364200003,PZ,PZ
TODOS,0000000488 - POS TODOS,3644,0000003644,LI MARTINI ROSSI ROJO COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900364400007,PZ,PZ
TODOS,0000000488 - POS TODOS,3683,0000003683,LI SAINT GERMAIN,KIT,0008,LICORES Y DIGESTIVOS,,9900368300006,PZ,PZ
TODOS,0000000488 - POS TODOS,4601,0000004601,LI SAINT GERMAIN COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900460100009,PZ,PZ
TODOS,0000000488 - POS TODOS,3646,0000003646,LI SAMBUCA VACCARI BLANCO,KIT,0008,LICORES Y DIGESTIVOS,,9900364600001,PZ,PZ
TODOS,0000000488 - POS TODOS,3647,0000003647,LI SAMBUCA VACCARI BLANCO COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900364700008,PZ,PZ
TODOS,0000000488 - POS TODOS,4604,0000004604,LI SAMBUCA VACCARI NEGRO,KIT,0008,LICORES Y DIGESTIVOS,,9900460400000,PZ,PZ
TODOS,0000000488 - POS TODOS,4605,0000004605,LI SAMBUCA VACCARI NEGRO COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900460500007,PZ,PZ
TODOS,0000000488 - POS TODOS,3680,0000003680,LI STREGA,KIT,0008,LICORES Y DIGESTIVOS,,9900368000005,PZ,PZ
TODOS,0000000488 - POS TODOS,3681,0000003681,LI STREGA COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900368100002,PZ,PZ
TODOS,0000000488 - POS TODOS,4608,0000004608,LI XTABENTUN D ARISTI DULCE,KIT,0008,LICORES Y DIGESTIVOS,,9900460800008,PZ,PZ
TODOS,0000000488 - POS TODOS,4609,0000004609,LI XTABENTUN D ARISTI DULCE COPA,KIT,0008,LICORES Y DIGESTIVOS,,9900460900005,PZ,PZ
TODOS,0000000488 - POS TODOS,8088,0000008088,BROWNIE,SERVICIO,0011,POSTRES,,9900808800004,PZ,PZ
TODOS,0000000488 - POS TODOS,8100,0000008100,CHEESECAKE,SERVICIO,0011,POSTRES,,9900810000003,PZ,PZ
TODOS,0000000488 - POS TODOS,9404,0000009404,TARTA DE MANZANA,KIT,0011,POSTRES,,9900940400001,PZ,PZ
TODOS,0000000488 - POS TODOS,4769,0000004769,TOMAHAWK OZ,KIT,0012,CERTIFIED PRIME BEEF,,9900476900006,PZ,PZ
TODOS,0000000488 - POS TODOS,8492,0000008492,TAMAL DE SHORT RIB,KIT,0013,CARNES Y ESPECIALIDADES,,9900849200009,PZ,PZ
TODOS,0000000488 - POS TODOS,6685,0000006685,AGUA MINERAL PEÑAFIEL 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900662500003,PZ,PZ
TODOS,0000000488 - POS TODOS,387,0000000387,AGUA MINERAL PERRIER 330 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900038700006,PZ,PZ
TODOS,0000000488 - POS TODOS,4260,0000004260,AGUA MINERAL TOPO CHICO 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900426000008,PZ,PZ
TODOS,0000000488 - POS TODOS,4127,0000004127,AGUA TONICA SCHWEPPES 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900412700004,PZ,PZ
TODOS,0000000488 - POS TODOS,159,0000000159,COCA COLA LIGHT 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900015900009,PZ,PZ
TODOS,0000000488 - POS TODOS,157,0000000157,COCA COLA REGULAR 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900015700005,PZ,PZ
TODOS,0000000488 - POS TODOS,6677,0000006677,COCA COLA S/AZUCAR 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900661700008,PZ,PZ
TODOS,0000000488 - POS TODOS,1159,0000001159,FRESCA 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900116100001,PZ,PZ
TODOS,0000000488 - POS TODOS,7364,0000007364,GINGER ALE SCHWEPPES 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900736400000,PZ,PZ
TODOS,0000000488 - POS TODOS,420,0000000420,LIMONADA,KIT,0015,REFRESCOS Y MEZCLADORES,,9900042000000,PZ,PZ
TODOS,0000000488 - POS TODOS,500,0000000500,NARANJADA,KIT,0015,REFRESCOS Y MEZCLADORES,,9900050000009,PZ,PZ
TODOS,0000000488 - POS TODOS,164,0000000164,SIDRAL MUNDET 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900016400003,PZ,PZ
TODOS,0000000488 - POS TODOS,165,0000000165,SPRITE 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900016500000,PZ,PZ
TODOS,0000000488 - POS TODOS,4142,0000004142,SPRITE S. AZUCAR 355 ML,KIT,0015,REFRESCOS Y MEZCLADORES,,9900414200007,PZ,PZ
TODOS,0000000488 - POS TODOS,8016,0000008016,PLAQUE LOZA Y CRISTALERIA,SERVICIO,0016,CRISTALERIA,,9900801600007,PZ,PZ
TODOS,0000000488 - POS TODOS,8015,0000008015,DESCORCHE,SERVICIO,0018,VINOS TINTOS,,9900801500000,PZ,PZ
TODOS,0000000488 - POS TODOS,8162,0000008162,VT 130 GRADOS,KIT,0018,VINOS TINTOS,,9900816200001,PZ,PZ
TODOS,0000000488 - POS TODOS,8163,0000008163,VT 130 GRADOS COPA,KIT,0018,VINOS TINTOS,,9900816300008,PZ,PZ
TODOS,0000000488 - POS TODOS,4196,0000004196,VT 14 HANDS MERLOT,KIT,0018,VINOS TINTOS,,9900419600000,PZ,PZ
TODOS,0000000488 - POS TODOS,4198,0000004198,VT ALION,KIT,0018,VINOS TINTOS,,9900419800004,PZ,PZ
TODOS,0000000488 - POS TODOS,4200,0000004200,VT BALOYAN TRES TINTOS BLEND,KIT,0018,VINOS TINTOS,,9900420000004,PZ,PZ
TODOS,0000000488 - POS TODOS,4203,0000004203,VT CARMELO RODERO CRIANZA,KIT,0018,VINOS TINTOS,,9900420300005,PZ,PZ
TODOS,0000000488 - POS TODOS,8840,0000008840,VT CASA IZAMAL,KIT,0018,VINOS TINTOS,,9900884000008,PZ,PZ
TODOS,0000000488 - POS TODOS,8841,0000008841,VT CASA IZAMAL COPA,KIT,0018,VINOS TINTOS,,9900884100005,PZ,PZ
TODOS,0000000488 - POS TODOS,4205,0000004205,VT CAYMUS NAPA VALLEY CS,KIT,0018,VINOS TINTOS,,9900420500009,PZ,PZ
TODOS,0000000488 - POS TODOS,4313,0000004313,VT CERO ORIGEN,KIT,0018,VINOS TINTOS,,9900431300001,PZ,PZ
TODOS,0000000488 - POS TODOS,7527,0000007527,VT CERO ORIGEN COPA,KIT,0018,VINOS TINTOS,,9900752700009,PZ,PZ
TODOS,0000000488 - POS TODOS,1677,0000001677,VT CIENFUEGOS,KIT,0018,VINOS TINTOS,,9900167900001,PZ,PZ
TODOS,0000000488 - POS TODOS,4307,0000004307,VT CIENFUEGOS COPA,KIT,0018,VINOS TINTOS,,9900430700000,PZ,PZ
TODOS,0000000488 - POS TODOS,4221,0000004221,VT DON LEO CS SHIRAZ,KIT,0018,VINOS TINTOS,,9900422100009,PZ,PZ
TODOS,0000000488 - POS TODOS,7097,0000007097,VT GUELBENZU AZUL,KIT,0018,VINOS TINTOS,,9900709700007,PZ,PZ
TODOS,0000000488 - POS TODOS,4577,0000004577,VT IRONSTONE,KIT,0018,VINOS TINTOS,,9900457700007,PZ,PZ
TODOS,0000000488 - POS TODOS,4230,0000004230,VT LA CASONA CABERNET MERLOT,KIT,0018,VINOS TINTOS,,9900423000001,PZ,PZ
TODOS,0000000488 - POS TODOS,7103,0000007103,VT LUZ MILLAR,KIT,0018,VINOS TINTOS,,9900710300005,PZ,PZ
TODOS,0000000488 - POS TODOS,4245,0000004245,VT MATARROMERA CRIANZA,KIT,0018,VINOS TINTOS,,9900424500005,PZ,PZ
TODOS,0000000488 - POS TODOS,4248,0000004248,VT MEGACERO BLEND,KIT,0018,VINOS TINTOS,,9900424800006,PZ,PZ
TODOS,0000000488 - POS TODOS,4578,0000004578,VT MONTE XANIC SELECCION,KIT,0018,VINOS TINTOS,,9900457800004,PZ,PZ
TODOS,0000000488 - POS TODOS,4258,0000004258,VT PESQUERA CRIANZA,KIT,0018,VINOS TINTOS,,9900425800005,PZ,PZ
TODOS,0000000488 - POS TODOS,4269,0000004269,VT SANTOS BRUJOS TEMPRANILLO,KIT,0018,VINOS TINTOS,,9900426900001,PZ,PZ
TODOS,0000000488 - POS TODOS,4277,0000004277,VT TERRAZAS MALBEC,KIT,0018,VINOS TINTOS,,9900427700006,PZ,PZ
TODOS,0000000488 - POS TODOS,4283,0000004283,VT VEGA SICILIA VALBUENA,KIT,0018,VINOS TINTOS,,9900428300007,PZ,PZ
TODOS,0000000488 - POS TODOS,4819,0000004819,VT ZUCCARDI SERIE A,KIT,0018,VINOS TINTOS,,9900481900008,PZ,PZ
TODOS,0000000488 - POS TODOS,8105,0000008105,TERMINO 130 GRADOS,SERVICIO,0027,TERMINOS DE COCCION,,9900810500008,PZ,PZ
TODOS,0000000488 - POS TODOS,8106,0000008106,TERMINO 3/4,SERVICIO,0027,TERMINOS DE COCCION,,9900810600005,PZ,PZ
TODOS,0000000488 - POS TODOS,8107,0000008107,TERMINO BIEN COCIDO,SERVICIO,0027,TERMINOS DE COCCION,,9900810700002,PZ,PZ
TODOS,0000000488 - POS TODOS,8108,0000008108,TERMINO BLACK&BLUE,SERVICIO,0027,TERMINOS DE COCCION,,9900810800009,PZ,PZ
TODOS,0000000488 - POS TODOS,8109,0000008109,TERMINO MEDIO,SERVICIO,0027,TERMINOS DE COCCION,,9900810900006,PZ,PZ
TODOS,0000000488 - POS TODOS,8110,0000008110,TERMINO ROJO,SERVICIO,0027,TERMINOS DE COCCION,,9900811000002,PZ,PZ
TODOS,0000000488 - POS TODOS,153,0000000153,AGUA MINERAL CIEL 355 ML,KIT,0028,REFRESCOS Y MEZCLADORES GRATIS,,9900015300007,PZ,PZ
TODOS,0000000488 - POS TODOS,6915,0000006915,AGUA TONICA SCHWEPPES 237 ML,KIT,0028,REFRESCOS Y MEZCLADORES GRATIS,,9900691500005,PZ,PZ
TODOS,0000000488 - POS TODOS,9358,0000009358,COC MEZCALITA DE JAMAICA,SERVICIO,0028,REFRESCOS Y MEZCLADORES GRATIS,,9900935800007,PZ,PZ
TODOS,0000000488 - POS TODOS,419,0000000419,VASO DE AGUA,KIT,0028,REFRESCOS Y MEZCLADORES GRATIS,,9900041900004,PZ,PZ
TODOS,0000000488 - POS TODOS,1121,0000001121,WHI BUCHANANS 12 AÑOS 750 ML,KIT,0029,WHISKYS,,9900112300009,PZ,PZ
TODOS,0000000488 - POS TODOS,454,0000000454,WHI BUCHANANS 12 AÑOS COPA,KIT,0029,WHISKYS,,9900045400005,PZ,PZ
TODOS,0000000488 - POS TODOS,3729,0000003729,WHI BUCHANANS 18 AÑOS,KIT,0029,WHISKYS,,9900372900001,PZ,PZ
TODOS,0000000488 - POS TODOS,3730,0000003730,WHI BUCHANANS 18 AÑOS COPA,KIT,0029,WHISKYS,,9900373000007,PZ,PZ
TODOS,0000000488 - POS TODOS,3733,0000003733,WHI BULLEIT BOURBON,KIT,0029,WHISKYS,,9900373300008,PZ,PZ
TODOS,0000000488 - POS TODOS,1531,0000001531,WHI BULLEIT BOURBON COPA,KIT,0029,WHISKYS,,9900153300006,PZ,PZ
TODOS,0000000488 - POS TODOS,3519,0000003519,WHI BUSHMILLS 10 AÑOS,KIT,0029,WHISKYS,,9900351900008,PZ,PZ
