lista,proveedor,codigo,codigo_padded,producto,tipo,familia_codigo,familia,subfamilia_codigo,barras,uc,uv
QRO,0000000696 - POS QRO,9103,0000009103,COC GREEN BUG,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900910300003,PZ,PZ
QRO,0000000696 - POS QRO,10039,0000010039,COC JUVENTINA,KIT,0035,COCKTAILS Y MIXOLOGIA,,9901003900001,PZ,PZ
QRO,0000000696 - POS QRO,9101,0000009101,COC MANGO TANGO,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900910100009,PZ,PZ
QRO,0000000696 - POS QRO,428,0000000428,COC MARGARITA PINK ROSE,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900042800006,PZ,PZ
QRO,0000000696 - POS QRO,432,0000000432,COC MAYAHUEL,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900043200003,PZ,PZ
QRO,0000000696 - POS QRO,4504,0000004504,COC MAYAN GIN,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900450400003,PZ,PZ
QRO,0000000696 - POS QRO,9495,0000009495,COC MERAKY,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900949500009,PZ,PZ
QRO,0000000696 - POS QRO,9097,0000009097,COC MEXICAN MULE,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900909700005,PZ,PZ
QRO,0000000696 - POS QRO,4153,0000004153,COC MEZCALITA 130,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900415300003,PZ,PZ
QRO,0000000696 - POS QRO,9509,0000009509,COC MEZCALITA 8M,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900950900003,PZ,PZ
QRO,0000000696 - POS QRO,10040,0000010040,COC MEZCART,KIT,0035,COCKTAILS Y MIXOLOGIA,,9901004000007,PZ,PZ
QRO,0000000696 - POS QRO,9854,0000009854,COC OLD FASHIONED 130,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900985400004,PZ,PZ
QRO,0000000696 - POS QRO,430,0000000430,COC PALOMA DIAMANTE,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900043000009,PZ,PZ
QRO,0000000696 - POS QRO,9627,0000009627,COC PERFECT SERV AMARO MONTENEGRO,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900962700004,PZ,PZ
QRO,0000000696 - POS QRO,9626,0000009626,COC PERFECT SERV COCCHI AMERICANO,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900962600007,PZ,PZ
QRO,0000000696 - POS QRO,10036,0000010036,COC PIEDRA,KIT,0035,COCKTAILS Y MIXOLOGIA,,9901003600000,PZ,PZ
QRO,0000000696 - POS QRO,9677,0000009677,COC REULET SPRITZ,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900967700009,PZ,PZ
QRO,0000000696 - POS QRO,5322,0000005322,COC WELCOME DRINK,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900532200002,PZ,PZ
QRO,0000000696 - POS QRO,4162,0000004162,GIN APPLE TWIST,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900416200005,PZ,PZ
QRO,0000000696 - POS QRO,1622,0000001622,MARSHMALLOW SIP,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900162400001,PZ,PZ
QRO,0000000696 - POS QRO,4165,0000004165,MIXO GREEN TEA GIN,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900416500006,PZ,PZ
QRO,0000000696 - POS QRO,4517,0000004517,MIXO PEPPER GIN,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900451700003,PZ,PZ
QRO,0000000696 - POS QRO,4169,0000004169,MIXO RED GIN,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900416900004,PZ,PZ
QRO,0000000696 - POS QRO,4170,0000004170,MIXO REFRESH GIN,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900417000000,PZ,PZ
QRO,0000000696 - POS QRO,4171,0000004171,MIXO TROPIC GRILL GIN,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900417100007,PZ,PZ
QRO,0000000696 - POS QRO,8422,0000008422,MOC FRUTOS ROJOS LICHY,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900842200006,PZ,PZ
QRO,0000000696 - POS QRO,8637,0000008637,MOC LIMONADA GUANABANA,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900863700004,PZ,PZ
QRO,0000000696 - POS QRO,8421,0000008421,MOC MANGO MARACUYA,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900842100009,PZ,PZ
QRO,0000000696 - POS QRO,8425,0000008425,MOC MANZANA ALBHACA,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900842500007,PZ,PZ
QRO,0000000696 - POS QRO,8423,0000008423,MOC MOCKTAIL TORONJA PEPINO,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900842300003,PZ,PZ
QRO,0000000696 - POS QRO,8424,0000008424,MOC NARANJA-HIERBABUENA,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900842400000,PZ,PZ
QRO,0000000696 - POS QRO,637,0000000637,PINK DIAMOND,KIT,0035,COCKTAILS Y MIXOLOGIA,,9900063700002,PZ,PZ
QRO,0000000696 - POS QRO,9987,0000009987,VE ANNA DE CODORNIU BLANC DE BLANC BLLA,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900998700009,PZ,PZ
QRO,0000000696 - POS QRO,9988,0000009988,VE ANNA DE CODORNIU BLANC DE BLANC BLLA COPA,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900998800006,PZ,PZ
QRO,0000000696 - POS QRO,9890,0000009890,VE CINZANO PRO-SPRITZ,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900989000002,PZ,PZ
QRO,0000000696 - POS QRO,9891,0000009891,VE CINZANO PRO-SPRITZ COPA,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900989100009,PZ,PZ
QRO,0000000696 - POS QRO,6862,0000006862,VE PROSECCO CHIARO BRUT,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900686200002,PZ,PZ
QRO,0000000696 - POS QRO,8843,0000008843,VECAVA ARS COLECTA BLANC,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900884300009,PZ,PZ
QRO,0000000696 - POS QRO,9553,0000009553,VP DON LEO STELLAR,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900955300006,PZ,PZ
QRO,0000000696 - POS QRO,3672,0000003672,VP MOSCATO MOSCATEL DE ALEJANDRIA,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900367200000,PZ,PZ
QRO,0000000696 - POS QRO,3673,0000003673,VP MOSCATO MOSCATEL DE ALEJANDRIA COPA,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900367300007,PZ,PZ
QRO,0000000696 - POS QRO,4236,0000004236,VT MALAMADO MALBEC COPA,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900423600003,PZ,PZ
QRO,0000000696 - POS QRO,4235,0000004235,VT MALAMADO MALBEC,KIT,0036,VINOS ESPUMOSOS/POSTRE,,9900423500006,PZ,PZ
QRO,0000000696 - POS QRO,8986,0000008986,CARNE E. SU JUGO,KIT,0039,SOPAS Y PASTAS,,9900898600003,PZ,PZ
QRO,0000000696 - POS QRO,8982,0000008982,PASTA P/NIÑOS,KIT,0039,SOPAS Y PASTAS,,9900898200005,PZ,PZ
QRO,0000000696 - POS QRO,9906,0000009906,ANIVERSARIO QRO,KIT,0041,EVENTOS/TEMPORADA,,9900990600000,PZ,PZ
QRO,0000000696 - POS QRO,9945,0000009945,BOMBA DE CHOCOLATE SAN VALENTIN,KIT,0041,EVENTOS/TEMPORADA,,9900994500009,PZ,PZ
QRO,0000000696 - POS QRO,9916,0000009916,CH MUMM CORDON ROUGE COPA,KIT,0041,EVENTOS/TEMPORADA,,9900991600009,PZ,PZ
QRO,0000000696 - POS QRO,9851,0000009851,COC BELLADONA,KIT,0041,EVENTOS/TEMPORADA,,9900985100003,PZ,PZ
QRO,0000000696 - POS QRO,8638,0000008638,DESCORCHE TEMPORADA,SERVICIO,0041,EVENTOS/TEMPORADA,,9900863800001,PZ,PZ
QRO,0000000696 - POS QRO,9917,0000009917,FOIE GRAS SALSA KALHUA,KIT,0041,EVENTOS/TEMPORADA,,9900991700006,PZ,PZ
QRO,0000000696 - POS QRO,8672,0000008672,POSADAS,SERVICIO,0041,EVENTOS/TEMPORADA,,9900867200005,SR,SR
QRO,0000000696 - POS QRO,9493,0000009493,RIB EYE A LA PIEDRA C. TEPPANYAKI,KIT,0041,EVENTOS/TEMPORADA,,9900949300005,PZ,PZ
QRO,0000000696 - POS QRO,9490,0000009490,SUSHI DE SALMON CATA,KIT,0041,EVENTOS/TEMPORADA,,9900949000004,PZ,PZ
QRO,0000000696 - POS QRO,9491,0000009491,TAQUITOS DE PORK BELLY CATA,KIT,0041,EVENTOS/TEMPORADA,,9900949100001,PZ,PZ
QRO,0000000696 - POS QRO,1203,0000001203,UVAS CELEBRACION FIN DE AÑO,KIT,0041,EVENTOS/TEMPORADA,,9900120500002,PZ,PZ
QRO,0000000696 - POS QRO,9494,0000009494,VOLCAN DE CHOCOLATE HELADO MATCHA,KIT,0041,EVENTOS/TEMPORADA,,9900949400002,PZ,PZ
QRO,0000000696 - POS QRO,9559,0000009559,DEDOS DE PESCADO C/PAPAS FRANCESAS,KIT,0043,MENU INFANTIL,,9900955900008,PZ,PZ
QRO,0000000696 - POS QRO,9560,0000009560,HELADO C. DE A. INFLADO Y S. DE CAJETA,KIT,0043,MENU INFANTIL,,9900956000004,PZ,PZ
QRO,0000000696 - POS QRO,9558,0000009558,MINI HAMBURGUESA C/CHEDDAR Y PAPA FRANCESA,KIT,0043,MENU INFANTIL,,9900955800001,PZ,PZ
QRO,0000000696 - POS QRO,9557,0000009557,PASTA A LA CREMA C/DEDOS DE POLLO,KIT,0043,MENU INFANTIL,,9900955700004,PZ,PZ
QRO,0000000696 - POS QRO,9184,0000009184,COPA DE FRUTAS DE TEMPORADA,KIT,0044,DESAYUNOS,,9900918400002,PZ,PZ
QRO,0000000696 - POS QRO,9181,0000009181,CREPA RELLENA DE POLLO C. CHAMPIÑON,KIT,0044,DESAYUNOS,,9900918100001,PZ,PZ
QRO,0000000696 - POS QRO,5177,0000005177,CH DOM PERIGNON BRUT VINTAGE,KIT,0058,CHAMPAGNES Y COGNACS,,9900517700008,PZ,PZ
QRO,0000000696 - POS QRO,4036,0000004036,CH M&C ICE IMPERIAL,KIT,0058,CHAMPAGNES Y COGNACS,,9900403600009,PZ,PZ
QRO,0000000696 - POS QRO,4053,0000004053,CH M&C ICE ROSE IMPERIAL,KIT,0058,CHAMPAGNES Y COGNACS,,9900405300006,PZ,PZ
QRO,0000000696 - POS QRO,6764,0000006764,CH M&C NECTAR IMPERIAL ROSE,KIT,0058,CHAMPAGNES Y COGNACS,,9900676400009,PZ,PZ
QRO,0000000696 - POS QRO,4040,0000004040,CH M&C ROSE IMPERIAL,KIT,0058,CHAMPAGNES Y COGNACS,,9900404000006,PZ,PZ
QRO,0000000696 - POS QRO,9915,0000009915,CH MUMM CORDON ROUGE,KIT,0058,CHAMPAGNES Y COGNACS,,9900991500002,PZ,PZ
QRO,0000000696 - POS QRO,8172,0000008172,CH TAITTINGER BRUT,KIT,0058,CHAMPAGNES Y COGNACS,,9900817200000,PZ,PZ
QRO,0000000696 - POS QRO,4042,0000004042,CH VEUVE CLICQUOT BRUT,KIT,0058,CHAMPAGNES Y COGNACS,,9900404200000,PZ,PZ
QRO,0000000696 - POS QRO,4047,0000004047,COG HENNESSY XO,KIT,0058,CHAMPAGNES Y COGNACS,,9900404700005,PZ,PZ
QRO,0000000696 - POS QRO,8542,0000008542,COG REMY MARTIN LOUIS XII,KIT,0058,CHAMPAGNES Y COGNACS,,9900854200001,PZ,PZ
QRO,0000000696 - POS QRO,8543,0000008543,COG REMY MARTIN LOUIS XII COPA,KIT,0058,CHAMPAGNES Y COGNACS,,9900854300008,PZ,PZ
QRO,0000000696 - POS QRO,3713,0000003713,COG REMY MARTIN XO,KIT,0058,CHAMPAGNES Y COGNACS,,9900371300000,PZ,PZ
QRO,0000000696 - POS QRO,4050,0000004050,COG REMY MARTIN XO COPA,KIT,0058,CHAMPAGNES Y COGNACS,,9900405000005,PZ,PZ
QRO,0000000696 - POS QRO,3984,0000003984,RON BACARDI LIMON,KIT,0059,RONES Y BRANDYS,,9900398400004,PZ,PZ
QRO,0000000696 - POS QRO,3985,0000003985,RON BACARDI LIMON COPA,KIT,0059,RONES Y BRANDYS,,9900398500001,PZ,PZ
QRO,0000000696 - POS QRO,9821,0000009821,RON BOTRAN 15 AÑOS RSVA.,KIT,0059,RONES Y BRANDYS,,9900982100006,PZ,PZ
QRO,0000000696 - POS QRO,9822,0000009822,RON BOTRAN 15 AÑOS RSVA. COPA,KIT,0059,RONES Y BRANDYS,,9900982200003,PZ,PZ
QRO,0000000696 - POS QRO,3998,0000003998,RON FLOR DE CAÑA 18 AÑOS,KIT,0059,RONES Y BRANDYS,,9900399800001,PZ,PZ
QRO,0000000696 - POS QRO,3999,0000003999,RON FLOR DE CAÑA 18 AÑOS COPA,KIT,0059,RONES Y BRANDYS,,9900399900008,PZ,PZ
QRO,0000000696 - POS QRO,4000,0000004000,RON FLOR DE CAÑA 25 AÑOS,KIT,0059,RONES Y BRANDYS,,9900400000000,PZ,PZ
QRO,0000000696 - POS QRO,4001,0000004001,RON FLOR DE CAÑA 25 AÑOS COPA,KIT,0059,RONES Y BRANDYS,,9900400100007,PZ,PZ
QRO,0000000696 - POS QRO,4618,0000004618,RON ZACAPA AMBAR 12 AÑOS CENTENARIO,KIT,0059,RONES Y BRANDYS,,9900461800007,PZ,PZ
QRO,0000000696 - POS QRO,4619,0000004619,RON ZACAPA AMBAR 12 AÑOS CENTENARIO COPA,KIT,0059,RONES Y BRANDYS,,9900461900004,PZ,PZ
QRO,0000000696 - POS QRO,3759,0000003759,SMALT ARDBEG 10 AÑOS,KIT,0060,SMALTS,,9900375900008,PZ,PZ
QRO,0000000696 - POS QRO,3760,0000003760,SMALT ARDBEG 10 AÑOS COPA,KIT,0060,SMALTS,,9900376000004,PZ,PZ
QRO,0000000696 - POS QRO,3769,0000003769,SMALT GLEN GRANT,KIT,0060,SMALTS,,9900376900007,PZ,PZ
QRO,0000000696 - POS QRO,3770,0000003770,SMALT GLEN GRANT COPA,KIT,0060,SMALTS,,9900377000003,PZ,PZ
QRO,0000000696 - POS QRO,3784,0000003784,SMALT GLENMORANGIE 18 AÑOS,KIT,0060,SMALTS,,9900378400000,PZ,PZ
QRO,0000000696 - POS QRO,3785,0000003785,SMALT GLENMORANGIE 18 AÑOS COPA,KIT,0060,SMALTS,,9900378500007,PZ,PZ
QRO,0000000696 - POS QRO,3792,0000003792,SMALT GLENMORANGIE SIGNET,KIT,0060,SMALTS,,9900379200005,PZ,PZ
QRO,0000000696 - POS QRO,3793,0000003793,SMALT GLENMORANGIE SIGNET COPA,KIT,0060,SMALTS,,9900379300002,PZ,PZ
QRO,0000000696 - POS QRO,5290,0000005290,SMALT GLENROTHES 10 AÑOS,KIT,0060,SMALTS,,9900529000004,PZ,PZ
QRO,0000000696 - POS QRO,3795,0000003795,SMALT GLENROTHES 10 AÑOS COPA,KIT,0060,SMALTS,,9900379500006,PZ,PZ
QRO,0000000696 - POS QRO,3794,0000003794,SMALT GLENROTHES 12 AÑOS,KIT,0060,SMALTS,,9900379400009,PZ,PZ
QRO,0000000696 - POS QRO,4529,0000004529,SMALT GLENROTHES 12 AÑOS COPA,KIT,0060,SMALTS,,9900452900006,PZ,PZ
QRO,0000000696 - POS QRO,4527,0000004527,SMALT GLENROTHES 18 AÑOS,KIT,0060,SMALTS,,9900452700002,PZ,PZ
QRO,0000000696 - POS QRO,4528,0000004528,SMALT GLENROTHES 18 AÑOS COPA,KIT,0060,SMALTS,,9900452800009,PZ,PZ
QRO,0000000696 - POS QRO,3797,0000003797,SMALT HIGHLAND PARK 12 AÑOS COPA,KIT,0060,SMALTS,,9900379700000,PZ,PZ
QRO,0000000696 - POS QRO,4530,0000004530,SMALT HIGHLAND PARK 15 AÑOS,KIT,0060,SMALTS,,9900453000002,PZ,PZ
QRO,0000000696 - POS QRO,4531,0000004531,SMALT HIGHLAND PARK 15 AÑOS COPA,KIT,0060,SMALTS,,9900453100009,PZ,PZ
QRO,0000000696 - POS QRO,4532,0000004532,SMALT HIGHLAND PARK 18 AÑOS,KIT,0060,SMALTS,,9900453200006,PZ,PZ
QRO,0000000696 - POS QRO,4533,0000004533,SMALT HIGHLAND PARK 18 AÑOS COPA,KIT,0060,SMALTS,,9900453300003,PZ,PZ
QRO,0000000696 - POS QRO,3798,0000003798,SMALT LAPHROIAG 10 AÑOS,KIT,0060,SMALTS,,9900379800007,PZ,PZ
QRO,0000000696 - POS QRO,4552,0000004552,SMALT MACALLAN 12 AÑOS SHERRY OAK,KIT,0060,SMALTS,,9900455200004,PZ,PZ
QRO,0000000696 - POS QRO,4553,0000004553,SMALT MACALLAN 12 AÑOS SHERRY OAK COPA,KIT,0060,SMALTS,,9900455300001,PZ,PZ
QRO,0000000696 - POS QRO,4559,0000004559,SMALT MACALLAN 15 AÑOS DOUBLE CASK,KIT,0060,SMALTS,,9900455900003,PZ,PZ
QRO,0000000696 - POS QRO,3808,0000003808,SMALT MACALLAN 15 AÑOS DOUBLE CASK COPA,KIT,0060,SMALTS,,9900380800003,PZ,PZ
QRO,0000000696 - POS QRO,4560,0000004560,SMALT MACALLAN 18 AÑOS BOUBLE CASK,KIT,0060,SMALTS,,9900456000009,PZ,PZ
QRO,0000000696 - POS QRO,4502,0000004502,SMALT MACALLAN 18 AÑOS DOUBLE CASK COPA,KIT,0060,SMALTS,,9900450200009,PZ,PZ
QRO,0000000696 - POS QRO,3803,0000003803,SMALT MACALLAN 18 AÑOS TRIPLE CASK,KIT,0060,SMALTS,,9900380300008,PZ,PZ
QRO,0000000696 - POS QRO,3804,0000003804,SMALT MACALLAN 18 AÑOS TRIPLE CASK COPA,KIT,0060,SMALTS,,9900380400005,PZ,PZ
QRO,0000000696 - POS QRO,4540,0000004540,SMALT MACALLAN 25 AÑOS SHERRY OAK,KIT,0060,SMALTS,,9900454000001,PZ,PZ
QRO,0000000696 - POS QRO,3945,0000003945,SMALT MACALLAN 25 AÑOS SHERRY OAK COPA,KIT,0060,SMALTS,,9900394500005,PZ,PZ
QRO,0000000696 - POS QRO,7109,0000007109,SMALT MACALLAN EASTER BLACK COPA,KIT,0060,SMALTS,,9900710900007,PZ,PZ
QRO,0000000696 - POS QRO,4274,0000004274,SMALT MACALLAN M,KIT,0060,SMALTS,,9900427400005,PZ,PZ
QRO,0000000696 - POS QRO,6703,0000006703,SMALT MACALLAN M BLACK,KIT,0060,SMALTS,,9900670300008,PZ,PZ
QRO,0000000696 - POS QRO,7111,0000007111,SMALT MACALLAN M BLACK COPA,KIT,0060,SMALTS,,9900711100000,PZ,PZ
QRO,0000000696 - POS QRO,7110,0000007110,SMALT MACALLAN M COPA,KIT,0060,SMALTS,,9900711000003,PZ,PZ
QRO,0000000696 - POS QRO,3813,0000003813,SMALT MACALLAN NO. 6,KIT,0060,SMALTS,,9900381300007,PZ,PZ
QRO,0000000696 - POS QRO,3815,0000003815,SMALT MACALLAN RARE CASK,KIT,0060,SMALTS,,9900381500001,PZ,PZ
QRO,0000000696 - POS QRO,3816,0000003816,SMALT MACALLAN RARE CASK COPA,KIT,0060,SMALTS,,9900381600008,PZ,PZ
QRO,0000000696 - POS QRO,3817,0000003817,SMALT MACALLAN REFLEXION,KIT,0060,SMALTS,,9900381700005,PZ,PZ
QRO,0000000696 - POS QRO,3821,0000003821,SMALT MACALLAN SIENNA,KIT,0060,SMALTS,,9900382100002,PZ,PZ
QRO,0000000696 - POS QRO,9526,0000009526,SMALT NIKKA YOICHI SINGLE MALT,KIT,0060,SMALTS,,9900952600000,PZ,PZ
QRO,0000000696 - POS QRO,9527,0000009527,SMALT NIKKA YOICHI SINGLE MALT COPA,KIT,0060,SMALTS,,9900952700007,PZ,PZ
QRO,0000000696 - POS QRO,9675,0000009675,MEZ 400 CONEJOS CRISTALINO,KIT,0062,TEQUILAS Y MEZCALES,,9900967500005,PZ,PZ
QRO,0000000696 - POS QRO,9676,0000009676,MEZ 400 CONEJOS CRISTALINO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900967600002,PZ,PZ
QRO,0000000696 - POS QRO,8077,0000008077,MEZ CREYENTE CRISTALINO,KIT,0062,TEQUILAS Y MEZCALES,,9900807700008,PZ,PZ
QRO,0000000696 - POS QRO,4565,0000004565,MEZ MONTELOBOS TOBALA,KIT,0062,TEQUILAS Y MEZCALES,,9900456500004,PZ,PZ
QRO,0000000696 - POS QRO,9425,0000009425,MEZ OJO DE TIGRE JOVEN,KIT,0062,TEQUILAS Y MEZCALES,,9900942500006,PZ,PZ
QRO,0000000696 - POS QRO,9426,0000009426,MEZ OJO DE TIGRE JOVEN COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900942600003,PZ,PZ
QRO,0000000696 - POS QRO,7176,0000007176,MEZ SIRIACO ALEBRIJE,KIT,0062,TEQUILAS Y MEZCALES,,9900717600009,PZ,PZ
QRO,0000000696 - POS QRO,7175,0000007175,MEZ SIRIACO ALEBRIJE COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900717500002,PZ,PZ
QRO,0000000696 - POS QRO,7172,0000007172,MEZ SIRIACO HUICHOL,KIT,0062,TEQUILAS Y MEZCALES,,9900717200001,PZ,PZ
QRO,0000000696 - POS QRO,7171,0000007171,MEZ SIRIACO HUICHOL COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900717100004,PZ,PZ
QRO,0000000696 - POS QRO,7174,0000007174,MEZ SIRIACO WHITE OR BLACK,KIT,0062,TEQUILAS Y MEZCALES,,9900717400005,PZ,PZ
QRO,0000000696 - POS QRO,7173,0000007173,MEZ SIRIACO WHITE OR BLACK COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900717300008,PZ,PZ
QRO,0000000696 - POS QRO,6699,0000006699,MEZ TULIO ENSAMBLE,KIT,0062,TEQUILAS Y MEZCALES,,9900663900000,PZ,PZ
QRO,0000000696 - POS QRO,9587,0000009587,TEQ 1800 AÑEJO,KIT,0062,TEQUILAS Y MEZCALES,,9900958700001,PZ,PZ
QRO,0000000696 - POS QRO,9586,0000009586,TEQ 1800 AÑEJO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900958600004,PZ,PZ
QRO,0000000696 - POS QRO,9620,0000009620,TEQ 1800 MILENIO EXTRA AÑEJO,KIT,0062,TEQUILAS Y MEZCALES,,9900962000005,PZ,PZ
QRO,0000000696 - POS QRO,9621,0000009621,TEQ 1800 MILENIO EXTRA AÑEJO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900962100002,PZ,PZ
QRO,0000000696 - POS QRO,4536,0000004536,TEQ AMBHAR AÑEJO,KIT,0062,TEQUILAS Y MEZCALES,,9900453600004,PZ,PZ
QRO,0000000696 - POS QRO,4537,0000004537,TEQ AMBHAR AÑEJO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900453700001,PZ,PZ
QRO,0000000696 - POS QRO,4625,0000004625,TEQ AMBHAR PLATA,KIT,0062,TEQUILAS Y MEZCALES,,9900462500005,PZ,PZ
QRO,0000000696 - POS QRO,3943,0000003943,TEQ AMBHAR PLATA COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900394300001,PZ,PZ
QRO,0000000696 - POS QRO,3954,0000003954,TEQ AMBHAR REPOSADO,KIT,0062,TEQUILAS Y MEZCALES,,9900395400007,PZ,PZ
QRO,0000000696 - POS QRO,3915,0000003915,TEQ AMBHAR REPOSADO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900391500008,PZ,PZ
QRO,0000000696 - POS QRO,3883,0000003883,TEQ EL AMO PREMIUM AÑEJO,KIT,0062,TEQUILAS Y MEZCALES,,9900388300000,PZ,PZ
QRO,0000000696 - POS QRO,3889,0000003889,TEQ EL AMO PREMIUM BLANCO,KIT,0062,TEQUILAS Y MEZCALES,,9900388900002,PZ,PZ
QRO,0000000696 - POS QRO,3890,0000003890,TEQ EL AMO PREMIUM BLANCO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900389000008,PZ,PZ
QRO,0000000696 - POS QRO,3885,0000003885,TEQ EL AMO PREMIUM EXTRA AÑEJO,KIT,0062,TEQUILAS Y MEZCALES,,9900388500004,PZ,PZ
QRO,0000000696 - POS QRO,3887,0000003887,TEQ EL AMO PREMIUM REPOSADO,KIT,0062,TEQUILAS Y MEZCALES,,9900388700008,PZ,PZ
QRO,0000000696 - POS QRO,9672,0000009672,TEQ G. CENTENARIO ULTRA CRISTALINO,KIT,0062,TEQUILAS Y MEZCALES,,9900967200004,PZ,PZ
QRO,0000000696 - POS QRO,9673,0000009673,TEQ G. CENTENARIO ULTRA CRISTALINO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900967300001,PZ,PZ
QRO,0000000696 - POS QRO,3904,0000003904,TEQ HERRADURA ANTIGUO REPOSADO,KIT,0062,TEQUILAS Y MEZCALES,,9900390400002,PZ,PZ
QRO,0000000696 - POS QRO,3905,0000003905,TEQ HERRADURA ANTIGUO REPOSADO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900390500009,PZ,PZ
QRO,0000000696 - POS QRO,3960,0000003960,TEQ HERRADURA DIRECTO DE ALAMBIQUE,KIT,0062,TEQUILAS Y MEZCALES,,9900396000008,PZ,PZ
QRO,0000000696 - POS QRO,3961,0000003961,TEQ HERRADURA DIRECTO DE ALAMBIQUE COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900396100005,PZ,PZ
QRO,0000000696 - POS QRO,443,0000000443,TEQ HERRADURA PLATA COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900044300009,PZ,PZ
QRO,0000000696 - POS QRO,3924,0000003924,TEQ HERRADURA SELECCION SUPREMA,KIT,0062,TEQUILAS Y MEZCALES,,9900392400000,PZ,PZ
QRO,0000000696 - POS QRO,3925,0000003925,TEQ HERRADURA SELECCION SUPREMA COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900392500007,PZ,PZ
QRO,0000000696 - POS QRO,8961,0000008961,TEQ J CUERVO RSVA. DE LA FAMILIA AÑEJO CRISTALINO,KIT,0062,TEQUILAS Y MEZCALES,,9900896100000,PZ,PZ
QRO,0000000696 - POS QRO,8960,0000008960,TEQ J CUERVO RSVA. DE LA FAMILIA AÑEJO CRISTALINO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900896000003,PZ,PZ
QRO,0000000696 - POS QRO,3939,0000003939,TEQ LEY .925 AÑEJO,KIT,0062,TEQUILAS Y MEZCALES,,9900393900004,PZ,PZ
QRO,0000000696 - POS QRO,3909,0000003909,TEQ LEY .925 BLANCO,KIT,0062,TEQUILAS Y MEZCALES,,9900390900007,PZ,PZ
QRO,0000000696 - POS QRO,5249,0000005249,TEQ LEY .925 EXTRA AÑEJO,KIT,0062,TEQUILAS Y MEZCALES,,9900524900002,PZ,PZ
QRO,0000000696 - POS QRO,9517,0000009517,TEQ LOCO AMBAR,KIT,0062,TEQUILAS Y MEZCALES,,9900951700008,PZ,PZ
QRO,0000000696 - POS QRO,9518,0000009518,TEQ LOCO AMBAR COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900951800005,PZ,PZ
QRO,0000000696 - POS QRO,9514,0000009514,TEQ LOCO BLANCO,KIT,0062,TEQUILAS Y MEZCALES,,9900951400007,PZ,PZ
QRO,0000000696 - POS QRO,9515,0000009515,TEQ LOCO BLANCO COPA,KIT,0062,TEQUILAS Y MEZCALES,,9900951500004,PZ,PZ
