file,line,module,classification,optional
backend/modules/fase2_operativo/routes/documentos_routes.py,18,services,UNRESOLVED,False
backend/modules/fase2_operativo/routes/documentos_routes.py,19,services,UNRESOLVED,False
backend/modules/fase2_operativo/routes/documentos_routes.py,20,services,UNRESOLVED,False
backend/modules/fase2_operativo/routes/documentos_routes.py,26,core,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/documentos_routes.py,72,modules,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/documentos_routes.py,73,uuid,STDLIB,False
backend/modules/fase2_operativo/routes/documentos_routes.py,164,modules,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/documentos_routes.py,165,uuid,STDLIB,False
backend/modules/fase2_operativo/routes/documentos_routes.py,311,asyncio,STDLIB,False
backend/modules/fase2_operativo/routes/documentos_routes.py,312,core,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,1,core,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,2,core,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,10,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,11,typing,STDLIB,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,12,services,UNRESOLVED,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,17,services,UNRESOLVED,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,18,api_schemas,UNRESOLVED,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,19,schemas,UNRESOLVED,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,20,db_utils,UNRESOLVED,False
backend/modules/fase2_operativo/routes/auditoria_routes.py,23,core,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,1,core,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,2,core,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,14,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,15,typing,STDLIB,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,16,services,UNRESOLVED,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,17,services,UNRESOLVED,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,18,services,UNRESOLVED,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,19,services,UNRESOLVED,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,20,db_utils,UNRESOLVED,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,23,core,LOCAL_PROJECT,False
backend/modules/fase2_operativo/routes/dashboard_routes.py,25,core,LOCAL_PROJECT,False
backend/modules/api_connections/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/api_connections/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/api_connections/__init__.py,20,repository,UNRESOLVED,False
backend/modules/api_connections/__init__.py,31,routes,LOCAL_PROJECT,False
backend/modules/api_connections/__init__.py,32,universal_test_routes,UNRESOLVED,False
backend/modules/api_connections/__init__.py,33,universal_test_routes,UNRESOLVED,False
backend/modules/api_connections/repository.py,1,core,LOCAL_PROJECT,False
backend/modules/api_connections/repository.py,2,core,LOCAL_PROJECT,False
backend/modules/api_connections/repository.py,19,logging,STDLIB,False
backend/modules/api_connections/repository.py,20,os,STDLIB,False
backend/modules/api_connections/repository.py,21,json,STDLIB,False
backend/modules/api_connections/repository.py,22,uuid,STDLIB,False
backend/modules/api_connections/repository.py,23,typing,STDLIB,False
backend/modules/api_connections/repository.py,24,datetime,STDLIB,False
backend/modules/api_connections/repository.py,25,core,LOCAL_PROJECT,False
backend/modules/api_connections/repository.py,97,core,LOCAL_PROJECT,False
backend/modules/api_connections/repository.py,267,core,LOCAL_PROJECT,False
backend/modules/api_connections/repository.py,362,core,LOCAL_PROJECT,False
backend/modules/api_connections/repository.py,507,requests,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/repository.py,584,core,LOCAL_PROJECT,False
backend/modules/api_connections/repository.py,658,core,LOCAL_PROJECT,False
backend/modules/api_connections/repository.py,693,time,STDLIB,False
backend/modules/api_connections/repository.py,694,requests,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/repository.py,695,modules,LOCAL_PROJECT,False
backend/modules/api_connections/routes.py,1,core,LOCAL_PROJECT,False
backend/modules/api_connections/routes.py,2,core,LOCAL_PROJECT,False
backend/modules/api_connections/routes.py,15,logging,STDLIB,False
backend/modules/api_connections/routes.py,16,typing,STDLIB,False
backend/modules/api_connections/routes.py,17,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/routes.py,18,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/routes.py,19,pydantic,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/routes.py,20,typing,STDLIB,False
backend/modules/api_connections/routes.py,22,repository,UNRESOLVED,False
backend/modules/api_connections/routes.py,346,repository,UNRESOLVED,False
backend/modules/api_connections/routes.py,383,time,STDLIB,False
backend/modules/api_connections/routes.py,384,requests,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/routes.py,385,modules,LOCAL_PROJECT,False
backend/modules/api_connections/universal_test_routes.py,1,core,LOCAL_PROJECT,False
backend/modules/api_connections/universal_test_routes.py,2,core,LOCAL_PROJECT,False
backend/modules/api_connections/universal_test_routes.py,32,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/universal_test_routes.py,33,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/universal_test_routes.py,34,pydantic,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/universal_test_routes.py,35,typing,STDLIB,False
backend/modules/api_connections/universal_test_routes.py,36,urllib,STDLIB,False
backend/modules/api_connections/universal_test_routes.py,37,httpx,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/universal_test_routes.py,38,time,STDLIB,False
backend/modules/api_connections/universal_test_routes.py,39,logging,STDLIB,False
backend/modules/api_connections/universal_test_routes.py,40,re,STDLIB,False
backend/modules/api_connections/universal_test_routes.py,41,core,LOCAL_PROJECT,False
backend/modules/api_connections/universal_test_routes.py,42,core,LOCAL_PROJECT,False
backend/modules/api_connections/universal_test_routes.py,144,pymssql,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/universal_test_routes.py,145,os,STDLIB,False
backend/modules/api_connections/universal_test_routes.py,176,pymssql,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/api_connections/universal_test_routes.py,177,os,STDLIB,False
backend/modules/api_connections/universal_test_routes.py,203,core,LOCAL_PROJECT,False
backend/modules/corporate_filters/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/corporate_filters/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/corporate_filters/router.py,1,core,LOCAL_PROJECT,False
backend/modules/corporate_filters/router.py,2,core,LOCAL_PROJECT,False
backend/modules/corporate_filters/router.py,3,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/corporate_filters/router.py,4,typing,STDLIB,False
backend/modules/corporate_filters/router.py,5,os,STDLIB,False
backend/modules/corporate_filters/router.py,6,logging,STDLIB,False
backend/modules/corporate_filters/router.py,8,core,LOCAL_PROJECT,False
backend/modules/corporate_filters/router.py,9,core,LOCAL_PROJECT,False
backend/modules/activos/service.py,1,core,LOCAL_PROJECT,False
backend/modules/activos/service.py,2,core,LOCAL_PROJECT,False
backend/modules/activos/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/activos/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/activos/repository.py,1,core,LOCAL_PROJECT,False
backend/modules/activos/repository.py,2,core,LOCAL_PROJECT,False
backend/modules/activos/routes.py,1,core,LOCAL_PROJECT,False
backend/modules/activos/routes.py,2,core,LOCAL_PROJECT,False
backend/modules/activos/routes.py,9,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/activos/schemas.py,1,core,LOCAL_PROJECT,False
backend/modules/activos/schemas.py,2,core,LOCAL_PROJECT,False
backend/modules/activos/schemas.py,9,pydantic,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/activos/schemas.py,10,typing,STDLIB,False
backend/modules/activos/schemas.py,11,datetime,STDLIB,False
backend/modules/scripts_pendientes/__init__.py,1,repository,UNRESOLVED,False
backend/modules/scripts_pendientes/__init__.py,2,routes,LOCAL_PROJECT,False
backend/modules/scripts_pendientes/repository.py,5,logging,STDLIB,False
backend/modules/scripts_pendientes/repository.py,6,typing,STDLIB,False
backend/modules/scripts_pendientes/repository.py,7,core,LOCAL_PROJECT,False
backend/modules/scripts_pendientes/routes.py,5,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/scripts_pendientes/routes.py,6,typing,STDLIB,False
backend/modules/scripts_pendientes/routes.py,7,core,LOCAL_PROJECT,False
backend/modules/scripts_pendientes/routes.py,8,repository,UNRESOLVED,False
backend/modules/sistema/sync_catalogo_service.py,15,json,STDLIB,False
backend/modules/sistema/sync_catalogo_service.py,16,logging,STDLIB,False
backend/modules/sistema/sync_catalogo_service.py,17,datetime,STDLIB,False
backend/modules/sistema/sync_catalogo_service.py,18,typing,STDLIB,False
backend/modules/sistema/sync_catalogo_service.py,20,core,LOCAL_PROJECT,False
backend/modules/sistema/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/sistema/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/sistema/__init__.py,6,estructura_service,UNRESOLVED,False
backend/modules/sistema/estructura_service.py,1,core,LOCAL_PROJECT,False
backend/modules/sistema/estructura_service.py,2,core,LOCAL_PROJECT,False
backend/modules/sistema/estructura_service.py,17,typing,STDLIB,False
backend/modules/sistema/estructura_service.py,18,datetime,STDLIB,False
backend/modules/sistema/estructura_service.py,19,logging,STDLIB,False
backend/modules/sistema/estructura_service.py,36,modules,LOCAL_PROJECT,False
backend/modules/sistema/estructura_service.py,50,modules,LOCAL_PROJECT,False
backend/modules/sistema/estructura_service.py,276,json,STDLIB,False
backend/modules/sistema/menu_service.py,1,logging,STDLIB,False
backend/modules/sistema/menu_service.py,2,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/sistema/menu_service.py,3,typing,STDLIB,False
backend/modules/sistema/menu_service.py,4,core,LOCAL_PROJECT,False
backend/modules/sistema/menu_routes.py,8,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/sistema/menu_routes.py,9,typing,STDLIB,False
backend/modules/sistema/menu_routes.py,10,logging,STDLIB,False
backend/modules/sistema/menu_routes.py,12,core,LOCAL_PROJECT,False
backend/modules/sistema/menu_routes.py,13,menu_service,UNRESOLVED,False
backend/modules/costos_margenes/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/__init__.py,23,modules,LOCAL_PROJECT,False
backend/modules/costos_margenes/schemas_precios.py,1,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/schemas_precios.py,2,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/schemas_precios.py,8,pydantic,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/costos_margenes/schemas_precios.py,9,typing,STDLIB,False
backend/modules/costos_margenes/schemas_precios.py,10,datetime,STDLIB,False
backend/modules/costos_margenes/schemas_precios.py,11,decimal,STDLIB,False
backend/modules/costos_margenes/schemas_precios.py,12,enum,STDLIB,False
backend/modules/costos_margenes/repository.py,1,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/repository.py,2,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/repository.py,8,typing,STDLIB,False
backend/modules/costos_margenes/repository.py,9,datetime,STDLIB,False
backend/modules/costos_margenes/repository.py,10,decimal,STDLIB,False
backend/modules/costos_margenes/repository.py,12,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/repository.py,13,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/repository.py,785,datetime,STDLIB,False
backend/modules/costos_margenes/routes_precios.py,1,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes_precios.py,2,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes_precios.py,3,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes_precios.py,17,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/costos_margenes/routes_precios.py,18,typing,STDLIB,False
backend/modules/costos_margenes/routes_precios.py,19,math,STDLIB,False
backend/modules/costos_margenes/routes_precios.py,21,modules,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes_precios.py,37,modules,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes_precios.py,47,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,1,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,2,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,3,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,18,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/costos_margenes/routes.py,19,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/costos_margenes/routes.py,20,typing,STDLIB,False
backend/modules/costos_margenes/routes.py,21,math,STDLIB,False
backend/modules/costos_margenes/routes.py,22,io,STDLIB,False
backend/modules/costos_margenes/routes.py,23,csv,STDLIB,False
backend/modules/costos_margenes/routes.py,24,datetime,STDLIB,False
backend/modules/costos_margenes/routes.py,25,logging,STDLIB,False
backend/modules/costos_margenes/routes.py,26,unicodedata,STDLIB,False
backend/modules/costos_margenes/routes.py,28,modules,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,42,modules,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,53,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,54,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,55,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,56,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/routes.py,809,logging,STDLIB,False
backend/modules/costos_margenes/repository_precios.py,1,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/repository_precios.py,2,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/repository_precios.py,13,uuid,STDLIB,False
backend/modules/costos_margenes/repository_precios.py,14,datetime,STDLIB,False
backend/modules/costos_margenes/repository_precios.py,15,typing,STDLIB,False
backend/modules/costos_margenes/repository_precios.py,16,decimal,STDLIB,False
backend/modules/costos_margenes/repository_precios.py,18,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/repository_precios.py,19,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/schemas.py,1,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/schemas.py,2,core,LOCAL_PROJECT,False
backend/modules/costos_margenes/schemas.py,8,pydantic,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/costos_margenes/schemas.py,9,typing,STDLIB,False
backend/modules/costos_margenes/schemas.py,10,datetime,STDLIB,False
backend/modules/costos_margenes/schemas.py,11,decimal,STDLIB,False
backend/modules/costos_margenes/schemas.py,12,enum,STDLIB,False
backend/modules/rentabilidad/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/rentabilidad/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/rentabilidad/routes.py,1,core,LOCAL_PROJECT,False
backend/modules/rentabilidad/routes.py,2,core,LOCAL_PROJECT,False
backend/modules/rentabilidad/routes.py,3,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rentabilidad/routes.py,4,core,LOCAL_PROJECT,False
backend/modules/rentabilidad/routes.py,5,core,LOCAL_PROJECT,False
backend/modules/proveedores/service.py,1,core,LOCAL_PROJECT,False
backend/modules/proveedores/service.py,2,core,LOCAL_PROJECT,False
backend/modules/proveedores/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/proveedores/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/proveedores/repository.py,1,core,LOCAL_PROJECT,False
backend/modules/proveedores/repository.py,2,core,LOCAL_PROJECT,False
backend/modules/proveedores/routes.py,1,core,LOCAL_PROJECT,False
backend/modules/proveedores/routes.py,2,core,LOCAL_PROJECT,False
backend/modules/proveedores/routes.py,12,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/proveedores/schemas.py,1,core,LOCAL_PROJECT,False
backend/modules/proveedores/schemas.py,2,core,LOCAL_PROJECT,False
backend/modules/proveedores/schemas.py,11,pydantic,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/proveedores/schemas.py,12,typing,STDLIB,False
backend/modules/proveedores/schemas.py,13,datetime,STDLIB,False
backend/modules/hospitality/routes/health.py,6,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/service.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/service.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/service.py,19,typing,STDLIB,False
backend/modules/rh/service.py,20,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/service.py,21,logging,STDLIB,False
backend/modules/rh/service.py,23,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,36,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,411,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,421,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,564,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,571,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,691,openpyxl,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/service.py,692,io,STDLIB,False
backend/modules/rh/service.py,693,datetime,STDLIB,False
backend/modules/rh/service.py,790,openpyxl,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/service.py,791,openpyxl,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/service.py,792,io,STDLIB,False
backend/modules/rh/service.py,852,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,857,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,977,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,984,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,1230,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,1289,modules,LOCAL_PROJECT,False
backend/modules/rh/service.py,1301,modules,LOCAL_PROJECT,False
backend/modules/rh/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/__init__.py,56,modules,LOCAL_PROJECT,False
backend/modules/rh/__init__.py,57,modules,LOCAL_PROJECT,False
backend/modules/rh/__init__.py,58,modules,LOCAL_PROJECT,False
backend/modules/rh/__init__.py,85,modules,LOCAL_PROJECT,False
backend/modules/rh/__init__.py,90,modules,LOCAL_PROJECT,False
backend/modules/rh/__init__.py,96,modules,LOCAL_PROJECT,False
backend/modules/rh/solicitudes_catalogo.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/solicitudes_catalogo.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/solicitudes_catalogo.py,20,logging,STDLIB,False
backend/modules/rh/solicitudes_catalogo.py,21,datetime,STDLIB,False
backend/modules/rh/solicitudes_catalogo.py,22,typing,STDLIB,False
backend/modules/rh/solicitudes_catalogo.py,23,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/solicitudes_catalogo.py,24,pydantic,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/solicitudes_catalogo.py,25,core,LOCAL_PROJECT,False
backend/modules/rh/solicitudes_catalogo.py,26,core,LOCAL_PROJECT,False
backend/modules/rh/repository.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/repository.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/repository.py,26,typing,STDLIB,False
backend/modules/rh/repository.py,27,logging,STDLIB,False
backend/modules/rh/repository.py,28,re,STDLIB,False
backend/modules/rh/repository.py,29,os,STDLIB,False
backend/modules/rh/repository.py,31,core,LOCAL_PROJECT,False
backend/modules/rh/repository.py,32,core,LOCAL_PROJECT,False
backend/modules/rh/repository.py,563,core,LOCAL_PROJECT,False
backend/modules/rh/repository.py,564,core,LOCAL_PROJECT,False
backend/modules/rh/routes.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/routes.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/routes.py,82,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/routes.py,83,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/routes.py,84,typing,STDLIB,False
backend/modules/rh/routes.py,85,io,STDLIB,False
backend/modules/rh/routes.py,87,core,LOCAL_PROJECT,False
backend/modules/rh/routes.py,88,core,LOCAL_PROJECT,False
backend/modules/rh/routes.py,89,modules,LOCAL_PROJECT,False
backend/modules/rh/routes.py,90,modules,LOCAL_PROJECT,False
backend/modules/rh/routes.py,124,core,LOCAL_PROJECT,False
backend/modules/rh/routes.py,575,modules,LOCAL_PROJECT,False
backend/modules/rh/routes.py,576,modules,LOCAL_PROJECT,False
backend/modules/rh/routes.py,679,modules,LOCAL_PROJECT,False
backend/modules/rh/routes.py,680,modules,LOCAL_PROJECT,False
backend/modules/rh/routes.py,835,modules,LOCAL_PROJECT,False
backend/modules/rh/routes.py,913,modules,LOCAL_PROJECT,False
backend/modules/rh/routes.py,914,modules,LOCAL_PROJECT,False
backend/modules/rh/schemas.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/schemas.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/schemas.py,18,pydantic,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/schemas.py,19,typing,STDLIB,False
backend/modules/rh/schemas.py,20,decimal,STDLIB,False
backend/modules/rh/schemas.py,251,re,STDLIB,False
backend/modules/rh/schemas.py,266,re,STDLIB,False
backend/modules/rh/schemas.py,322,re,STDLIB,False
backend/modules/rh/schemas.py,336,re,STDLIB,False
backend/modules/rh/schemas.py,447,re,STDLIB,False
backend/modules/rh/schemas.py,451,datetime,STDLIB,False
backend/modules/rh/schemas.py,521,re,STDLIB,False
backend/modules/rh/schemas.py,616,re,STDLIB,False
backend/modules/rh/schemas.py,936,re,STDLIB,False
backend/modules/rh/schemas.py,968,re,STDLIB,False
backend/modules/rh/importador/service.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/importador/service.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/importador/service.py,25,logging,STDLIB,False
backend/modules/rh/importador/service.py,26,re,STDLIB,False
backend/modules/rh/importador/service.py,27,typing,STDLIB,False
backend/modules/rh/importador/service.py,28,datetime,STDLIB,False
backend/modules/rh/importador/service.py,29,io,STDLIB,False
backend/modules/rh/importador/service.py,33,openpyxl,EXTERNAL_DECLARED_NOT_INSTALLED,True
backend/modules/rh/importador/service.py,39,pandas,EXTERNAL_DECLARED_NOT_INSTALLED,True
backend/modules/rh/importador/service.py,44,schemas,UNRESOLVED,False
backend/modules/rh/importador/service.py,64,repository,UNRESOLVED,False
backend/modules/rh/importador/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/importador/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/importador/__init__.py,25,schemas,UNRESOLVED,False
backend/modules/rh/importador/__init__.py,39,repository,UNRESOLVED,False
backend/modules/rh/importador/__init__.py,49,service,UNRESOLVED,False
backend/modules/rh/importador/homologacion_service.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/importador/homologacion_service.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/importador/homologacion_service.py,17,logging,STDLIB,False
backend/modules/rh/importador/homologacion_service.py,18,typing,STDLIB,False
backend/modules/rh/importador/homologacion_service.py,19,datetime,STDLIB,False
backend/modules/rh/importador/homologacion_service.py,20,pymssql,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/importador/homologacion_service.py,21,unicodedata,STDLIB,False
backend/modules/rh/importador/homologacion_service.py,22,re,STDLIB,False
backend/modules/rh/importador/homologacion_service.py,23,core,LOCAL_PROJECT,False
backend/modules/rh/importador/aprobacion_service.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/importador/aprobacion_service.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/importador/aprobacion_service.py,16,logging,STDLIB,False
backend/modules/rh/importador/aprobacion_service.py,17,typing,STDLIB,False
backend/modules/rh/importador/aprobacion_service.py,18,datetime,STDLIB,False
backend/modules/rh/importador/aprobacion_service.py,19,pymssql,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/importador/aprobacion_service.py,20,core,LOCAL_PROJECT,False
backend/modules/rh/importador/repository.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/importador/repository.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/importador/repository.py,17,typing,STDLIB,False
backend/modules/rh/importador/repository.py,18,logging,STDLIB,False
backend/modules/rh/importador/repository.py,19,json,STDLIB,False
backend/modules/rh/importador/repository.py,20,datetime,STDLIB,False
backend/modules/rh/importador/repository.py,22,core,LOCAL_PROJECT,False
backend/modules/rh/importador/routes.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/importador/routes.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/importador/routes.py,24,fastapi,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/importador/routes.py,25,typing,STDLIB,False
backend/modules/rh/importador/routes.py,26,logging,STDLIB,False
backend/modules/rh/importador/routes.py,27,datetime,STDLIB,False
backend/modules/rh/importador/routes.py,28,time,STDLIB,False
backend/modules/rh/importador/routes.py,30,core,LOCAL_PROJECT,False
backend/modules/rh/importador/routes.py,32,schemas,UNRESOLVED,False
backend/modules/rh/importador/routes.py,50,repository,UNRESOLVED,False
backend/modules/rh/importador/routes.py,62,service,UNRESOLVED,False
backend/modules/rh/importador/routes.py,63,aprobacion_service,UNRESOLVED,False
backend/modules/rh/importador/routes.py,74,homologacion_service,UNRESOLVED,False
backend/modules/rh/importador/routes.py,125,repository,UNRESOLVED,False
backend/modules/rh/importador/schemas.py,1,core,LOCAL_PROJECT,False
backend/modules/rh/importador/schemas.py,2,core,LOCAL_PROJECT,False
backend/modules/rh/importador/schemas.py,15,pydantic,EXTERNAL_DECLARED_NOT_INSTALLED,False
backend/modules/rh/importador/schemas.py,16,typing,STDLIB,False
backend/modules/rh/importador/schemas.py,17,datetime,STDLIB,False
backend/modules/rh/importador/schemas.py,18,enum,STDLIB,False
backend/modules/configuracion/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/configuracion/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/configuracion/__init__.py,11,routes,LOCAL_PROJECT,False
backend/modules/configuracion/repositories/__init__.py,1,core,LOCAL_PROJECT,False
backend/modules/configuracion/repositories/__init__.py,2,core,LOCAL_PROJECT,False
backend/modules/configuracion/repositories/__init__.py,4,config_asignaciones_repository,UNRESOLVED,False
backend/modules/configuracion/repositories/config_asignaciones_repository.py,1,os,STDLIB,False
backend/modules/configuracion/repositories/config_asignaciones_repository.py,2,core,LOCAL_PROJECT,False
backend/modules/configuracion/repositories/config_asignaciones_repository.py,3,core,LOCAL_PROJECT,False
backend/modules/configuracion/repositories/config_asignaciones_repository.py,18,typing,STDLIB,False
backend/modules/configuracion/repositories/config_asignaciones_repository.py,19,datetime,STDLIB,False
backend/modules/configuracion/repositories/config_asignaciones_repository.py,20,logging,STDLIB,False
