application,file,module,classification
frontend,frontend/src/hooks/useDetalleProducto.js,@/lib,NOT_DECLARED
frontend,frontend/src/hooks/useDetalleProducto.js,@/services,NOT_DECLARED
frontend,frontend/src/hooks/useDetalleProducto.js,react,DECLARED
frontend,frontend/src/hooks/useComercialUnitsWithFallback.js,react,DECLARED
frontend,frontend/src/hooks/useMenusByContext.js,../services/menuContextService,LOCAL
frontend,frontend/src/hooks/useMenusByContext.js,react,DECLARED
frontend,frontend/src/hooks/useLocalFirst.js,../services/localDB,LOCAL
frontend,frontend/src/hooks/useLocalFirst.js,../services/logger,LOCAL
frontend,frontend/src/hooks/useLocalFirst.js,../services/syncManager,LOCAL
frontend,frontend/src/hooks/useLocalFirst.js,react,DECLARED
frontend,frontend/src/hooks/use-toast.js,react,DECLARED
frontend,frontend/src/filters/index.js,./CorporateFilterBar,LOCAL
frontend,frontend/src/filters/index.js,./CorporateFilterSelect,LOCAL
frontend,frontend/src/filters/index.js,./CorporateFiltersProvider,LOCAL
frontend,frontend/src/filters/index.js,./useFinanzasCorporateFilters,LOCAL
frontend,frontend/src/filters/useFinanzasCorporateFilters.js,./CorporateFiltersProvider,LOCAL
frontend,frontend/src/filters/useFinanzasCorporateFilters.js,react,DECLARED
frontend,frontend/src/services/comprasUtils.js,./logger,LOCAL
frontend,frontend/src/services/serversService.js,../lib/api,LOCAL
frontend,frontend/src/services/serversService.js,./logger,LOCAL
frontend,frontend/src/services/prefetchManager.js,./localDB,LOCAL
frontend,frontend/src/services/prefetchManager.js,./logger,LOCAL
frontend,frontend/src/services/prefetchManager.js,./syncManager,LOCAL
frontend,frontend/src/services/accessContextService.js,../lib/api,LOCAL
frontend,frontend/src/services/unidadesNegocioService.js,../lib/api,LOCAL
frontend,frontend/src/services/unidadesNegocioService.js,./logger,LOCAL
frontend,frontend/src/services/syncManager.js,./localDB,LOCAL
frontend,frontend/src/services/syncManager.js,./logger,LOCAL
frontend,frontend/src/services/menuContextService.js,../lib/api,LOCAL
frontend,frontend/src/services/operativoApi.js,../lib/api,LOCAL
frontend,frontend/src/services/operativoApi.js,./logger,LOCAL
frontend,frontend/src/services/localDB.js,./logger,LOCAL
frontend,frontend/src/services/exploradorService.js,../lib/api,LOCAL
frontend,frontend/src/services/exploradorService.js,./logger,LOCAL
frontend,frontend/src/HostRouter.jsx,./App,LOCAL
frontend,frontend/src/HostRouter.jsx,./portal-inteligencia/App,LOCAL
frontend,frontend/src/HostRouter.jsx,./portal/App,LOCAL
frontend,frontend/src/HostRouter.jsx,react,DECLARED
frontend,frontend/src/HostRouter.jsx,react-router-dom,DECLARED
frontend,frontend/src/HostRouter.jsx,sonner,DECLARED
frontend,frontend/src/portal-inteligencia/App.jsx,../lib/api,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./api/client,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/AnalisisPAXPage,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/BenchmarkGrupoPage,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/ClasificacionAdminPage,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/DashboardIA,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/LoginInteligencia,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/ReporteadorBI,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/ReportesISCAMPage,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/VentasAlcoholPage,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/VentasCasaPage,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/VentasFamiliaPage,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/VentasHorarioPage,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,./pages/VentasProductoPage,LOCAL
frontend,frontend/src/portal-inteligencia/App.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/App.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/ClasificacionAdminPage.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ClasificacionAdminPage.jsx,../components/EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ClasificacionAdminPage.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/ClasificacionAdminPage.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/ClasificacionAdminPage.jsx,sonner,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasFamiliaPage.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasFamiliaPage.jsx,../components/EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasFamiliaPage.jsx,../components/ExportButtons,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasFamiliaPage.jsx,../components/PeriodoSelector,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasFamiliaPage.jsx,../utils/usePeriodo,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasFamiliaPage.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasFamiliaPage.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/ReporteadorBI.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ReporteadorBI.jsx,../components/EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ReporteadorBI.jsx,../components/ExportButtons,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ReporteadorBI.jsx,../components/PendienteSync,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ReporteadorBI.jsx,../components/PeriodoSelector,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ReporteadorBI.jsx,../components/TicketDrilldownModal,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ReporteadorBI.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/ReporteadorBI.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/ReporteadorBI.jsx,recharts,DECLARED
frontend,frontend/src/portal-inteligencia/pages/DashboardIA.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/DashboardIA.jsx,../components/EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/pages/DashboardIA.jsx,../components/ExportButtons,LOCAL
frontend,frontend/src/portal-inteligencia/pages/DashboardIA.jsx,../components/PeriodoSelector,LOCAL
frontend,frontend/src/portal-inteligencia/pages/DashboardIA.jsx,../components/TicketDrilldownModal,LOCAL
frontend,frontend/src/portal-inteligencia/pages/DashboardIA.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/DashboardIA.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/ReportesISCAMPage.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ReportesISCAMPage.jsx,../utils/exportUtils,LOCAL
frontend,frontend/src/portal-inteligencia/pages/ReportesISCAMPage.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/ReportesISCAMPage.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasHorarioPage.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasHorarioPage.jsx,../components/EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasHorarioPage.jsx,../components/PeriodoSelector,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasHorarioPage.jsx,../utils/usePeriodo,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasHorarioPage.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasHorarioPage.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasProductoPage.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasProductoPage.jsx,../components/EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasProductoPage.jsx,../components/ExportButtons,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasProductoPage.jsx,../components/PeriodoSelector,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasProductoPage.jsx,../utils/usePeriodo,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasProductoPage.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasProductoPage.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasCasaPage.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasCasaPage.jsx,../components/EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasCasaPage.jsx,../components/ExportButtons,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasCasaPage.jsx,../components/PeriodoSelector,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasCasaPage.jsx,../utils/usePeriodo,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasCasaPage.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasCasaPage.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/AnalisisPAXPage.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/AnalisisPAXPage.jsx,../components/EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/pages/AnalisisPAXPage.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/AnalisisPAXPage.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/LoginInteligencia.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/LoginInteligencia.jsx,@/components,NOT_DECLARED
frontend,frontend/src/portal-inteligencia/pages/LoginInteligencia.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/LoginInteligencia.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/BenchmarkGrupoPage.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/BenchmarkGrupoPage.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/BenchmarkGrupoPage.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasAlcoholPage.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasAlcoholPage.jsx,../components/EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasAlcoholPage.jsx,../components/ExportButtons,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasAlcoholPage.jsx,../components/PeriodoSelector,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasAlcoholPage.jsx,../utils/usePeriodo,LOCAL
frontend,frontend/src/portal-inteligencia/pages/VentasAlcoholPage.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/pages/VentasAlcoholPage.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/components/PeriodoSelector.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/components/PeriodoSelector.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/components/ExportButtons.jsx,../utils/exportUtils,LOCAL
frontend,frontend/src/portal-inteligencia/components/ExportButtons.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/components/ExportButtons.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/components/TicketDrilldownModal.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/components/TicketDrilldownModal.jsx,./EstadoVacio,LOCAL
frontend,frontend/src/portal-inteligencia/components/TicketDrilldownModal.jsx,./ExportButtons,LOCAL
frontend,frontend/src/portal-inteligencia/components/TicketDrilldownModal.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/components/TicketDrilldownModal.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/components/PendienteSync.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/components/PendienteSync.jsx,react,DECLARED
frontend,frontend/src/portal-inteligencia/components/EstadoVacio.jsx,../api/client,LOCAL
frontend,frontend/src/portal-inteligencia/components/EstadoVacio.jsx,lucide-react,DECLARED
frontend,frontend/src/portal-inteligencia/components/EstadoVacio.jsx,react,DECLARED
frontend,frontend/src/contexts/AuthContext.jsx,../lib/api,LOCAL
frontend,frontend/src/contexts/AuthContext.jsx,../lib/previewCacheUtils,LOCAL
frontend,frontend/src/contexts/AuthContext.jsx,../lib/roleUtils,LOCAL
frontend,frontend/src/contexts/AuthContext.jsx,../services/authStorage,LOCAL
frontend,frontend/src/contexts/AuthContext.jsx,@/contexts,NOT_DECLARED
frontend,frontend/src/contexts/AuthContext.jsx,react,DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,../lib/api,LOCAL
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,../services/logger,LOCAL
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,react,DECLARED
frontend,frontend/src/pages/AuditoriasProgramadas.jsx,sonner,DECLARED
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/alert-dialog,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/badge,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/button,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/card,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/checkbox,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/dialog,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/input,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/label,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/select,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/switch,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/table,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../components/ui/toaster,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../hooks/use-toast,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../lib/api,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../lib/roleUtils,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,../services/logger,LOCAL
frontend,frontend/src/pages/ConfigAsignaciones.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/ConfigAsignaciones.jsx,react,DECLARED
frontend,frontend/src/pages/Scheduler.jsx,../components/admin/ResyncPanel,LOCAL
frontend,frontend/src/pages/Scheduler.jsx,../lib/api,LOCAL
frontend,frontend/src/pages/Scheduler.jsx,../services/logger,LOCAL
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/Scheduler.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/Scheduler.jsx,react,DECLARED
frontend,frontend/src/pages/DBACredentialManager.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/DBACredentialManager.jsx,react,DECLARED
frontend,frontend/src/pages/ComingSoonPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/ComingSoonPage.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/ConfiguracionOperativaUnidades.jsx,../components/catalogos/ConfiguracionOperativaUnidad,LOCAL
frontend,frontend/src/pages/ConfiguracionOperativaUnidades.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/ConfiguracionOperativaUnidades.jsx,react,DECLARED
frontend,frontend/src/pages/CentroControl.jsx,../components/centro-control,LOCAL
frontend,frontend/src/pages/CentroControl.jsx,../components/ui/badge,LOCAL
frontend,frontend/src/pages/CentroControl.jsx,../components/ui/button,LOCAL
frontend,frontend/src/pages/CentroControl.jsx,../components/ui/card,LOCAL
frontend,frontend/src/pages/CentroControl.jsx,../components/ui/tabs,LOCAL
frontend,frontend/src/pages/CentroControl.jsx,../lib/api,LOCAL
frontend,frontend/src/pages/CentroControl.jsx,../services/logger,LOCAL
frontend,frontend/src/pages/CentroControl.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/CentroControl.jsx,react,DECLARED
frontend,frontend/src/pages/CentroControl.jsx,react-router-dom,DECLARED
frontend,frontend/src/pages/CentroControl.jsx,sonner,DECLARED
frontend,frontend/src/pages/OperativoDashboardPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/UsuariosInteligencia.jsx,../components/ui/button,LOCAL
frontend,frontend/src/pages/UsuariosInteligencia.jsx,../components/ui/input,LOCAL
frontend,frontend/src/pages/UsuariosInteligencia.jsx,../lib/api,LOCAL
frontend,frontend/src/pages/UsuariosInteligencia.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/UsuariosInteligencia.jsx,react,DECLARED
frontend,frontend/src/pages/comercial/TabReglasMargen.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/comercial/TabReglasMargen.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/comercial/TabReglasMargen.jsx,react,DECLARED
frontend,frontend/src/pages/comercial/PricingIA.jsx,./PricingIACharts,LOCAL
frontend,frontend/src/pages/comercial/PricingIA.jsx,./TabBenchmarkSectorial,LOCAL
frontend,frontend/src/pages/comercial/PricingIA.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/comercial/PricingIA.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/comercial/PricingIA.jsx,react,DECLARED
frontend,frontend/src/pages/comercial/TabBenchmarkSectorial.jsx,./TabIngestaCompetencia,LOCAL
frontend,frontend/src/pages/comercial/TabBenchmarkSectorial.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/comercial/TabBenchmarkSectorial.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/comercial/TabBenchmarkSectorial.jsx,react,DECLARED
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,../../components/ui/badge,LOCAL
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,../../components/ui/button,LOCAL
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,../../components/ui/dialog,LOCAL
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,../../components/ui/input,LOCAL
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,../../components/ui/label,LOCAL
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,../../components/ui/switch,LOCAL
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,../../components/ui/textarea,LOCAL
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,../../portal-inteligencia/components/ExportButtons,LOCAL
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,../../services/unidadesNegocioService,LOCAL
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,react,DECLARED
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,sonner,DECLARED
frontend,frontend/src/pages/comercial/CatalogoEnriquecido.jsx,xlsx,DECLARED
frontend,frontend/src/pages/comercial/CostosMargenes.jsx,../../filters,LOCAL
frontend,frontend/src/pages/comercial/CostosMargenes.jsx,../../portal-inteligencia/components/ExportButtons,LOCAL
frontend,frontend/src/pages/comercial/CostosMargenes.jsx,./TabReglasMargen,LOCAL
frontend,frontend/src/pages/comercial/CostosMargenes.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/comercial/CostosMargenes.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/comercial/CostosMargenes.jsx,react,DECLARED
frontend,frontend/src/pages/comercial/TabIngestaCompetencia.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/comercial/TabIngestaCompetencia.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/comercial/TabIngestaCompetencia.jsx,react,DECLARED
frontend,frontend/src/pages/comercial/PricingIACharts.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/comercial/PricingIACharts.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/comercial/PricingIACharts.jsx,react,DECLARED
frontend,frontend/src/pages/comercial/PricingIACharts.jsx,recharts,DECLARED
frontend,frontend/src/pages/comercial/PricingIACharts.jsx,xlsx,DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,react,DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,react-router-dom,DECLARED
frontend,frontend/src/pages/cava-socios/SocioForm.jsx,sonner,DECLARED
frontend,frontend/src/pages/cava-socios/SociosList.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SociosList.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SociosList.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SociosList.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SociosList.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SociosList.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SociosList.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/cava-socios/SociosList.jsx,react,DECLARED
frontend,frontend/src/pages/cava-socios/SociosList.jsx,react-router-dom,DECLARED
frontend,frontend/src/pages/cava-socios/CavaSociosDashboard.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/CavaSociosDashboard.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/CavaSociosDashboard.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/CavaSociosDashboard.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/CavaSociosDashboard.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/CavaSociosDashboard.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/cava-socios/CavaSociosDashboard.jsx,react,DECLARED
frontend,frontend/src/pages/cava-socios/CavaSociosDashboard.jsx,react-router-dom,DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,react,DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,react-router-dom,DECLARED
frontend,frontend/src/pages/cava-socios/SocioDetail.jsx,sonner,DECLARED
frontend,frontend/src/pages/satelites/SuperCajaPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/satelites/SuperCajaPage.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/satelites/ComanderoPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/satelites/ComanderoPage.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,react,DECLARED
frontend,frontend/src/pages/tablajeria/OrdenesPage.jsx,sonner,DECLARED
frontend,frontend/src/pages/tablajeria/TablajeriaDashboard.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/TablajeriaDashboard.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/TablajeriaDashboard.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/TablajeriaDashboard.jsx,@/components,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/TablajeriaDashboard.jsx,@/lib,NOT_DECLARED
frontend,frontend/src/pages/tablajeria/TablajeriaDashboard.jsx,lucide-react,DECLARED
frontend,frontend/src/pages/tablajeria/TablajeriaDashboard.jsx,react,DECLARED
